MachineId,MeasurementId,PumpFailed,SlowStart,SlowEnd
0_2_3,1778,False,False,False
0_0_0,1779,True,False,False
0_0_2,1779,False,False,True
0_0_3,1779,False,False,True
1_2_2,1780,True,False,False
1_2_3,1780,False,False,True
1_2_1,1781,True,False,False
1_2_2,1781,False,False,False
4_1_0,1782,False,False,False
4_1_2,1782,False,False,False
4_1_3,1782,True,False,False
4_0_0,1783,True,False,False
4_0_1,1783,False,False,False
4_1_0,1784,False,False,False
4_1_1,1784,False,False,False
4_1_2,1784,True,False,False
4_1_3,1784,False,False,False
4_0_1,1785,False,False,False
4_1_0,1786,False,False,False
4_1_3,1786,False,False,False
0_0_1,1787,True,False,False
0_0_3,1787,True,False,False
4_3_0,1788,False,False,False
4_3_2,1788,False,False,False
4_3_3,1788,False,False,True
4_0_0,1789,False,False,False
4_0_1,1789,False,False,False
4_0_2,1789,True,False,False
4_0_3,1789,False,False,True
17_0_1,1790,True,False,False
17_0_2,1790,True,False,False
17_0_2,1791,True,False,False
17_0_3,1791,True,False,False
0_1_2,1792,False,False,True
0_1_0,1793,True,False,False
0_1_3,1793,True,False,False
4_2_0,1794,False,False,False
4_2_1,1794,True,False,False
4_2_2,1794,True,False,False
4_2_3,1794,False,False,False
4_3_0,1795,False,False,False
4_3_1,1795,False,False,False
4_3_2,1795,True,False,False
4_2_0,1796,False,False,False
4_2_1,1796,False,False,False
4_2_2,1796,True,False,False
0_0_0,1797,False,False,True
4_2_1,1798,False,True,False
4_0_2,1799,False,False,False
4_0_3,1799,False,False,False
4_0_0,1800,False,True,False
4_0_3,1800,False,False,False
4_1_0,1801,False,False,False
4_1_1,1801,False,False,False
4_1_2,1801,True,False,False
4_1_3,1801,False,False,False
0_1_0,1802,False,False,False
0_1_2,1802,False,False,True
4_2_1,1803,True,False,False
0_2_0,1804,False,False,False
0_2_2,1804,True,False,False
0_2_3,1804,False,False,False
10_2_0,1805,True,False,False
10_2_1,1805,False,True,False
10_2_2,1805,True,False,False
10_2_3,1805,True,False,False
0_0_0,1806,False,False,True
0_0_1,1806,False,False,False
0_0_3,1806,True,False,False
0_0_0,1807,False,False,True
0_0_1,1807,False,False,True
0_0_3,1807,False,False,True
0_0_3,1808,True,False,True
4_2_1,1809,True,False,False
4_2_2,1809,True,False,False
4_2_3,1809,False,True,False
0_1_0,1810,False,False,True
0_1_3,1810,False,False,False
0_1_3,1811,False,False,True
0_1_2,1812,False,False,True
10_2_1,1813,True,False,False
10_2_2,1813,False,False,False
4_0_0,1814,False,False,False
4_0_3,1814,False,False,False
17_0_0,1815,False,False,False
17_0_2,1815,False,False,False
17_0_1,1816,False,True,False
17_0_2,1816,True,False,False
4_3_0,1817,False,False,False
4_3_2,1817,False,False,False
17_0_0,1818,True,False,False
17_0_1,1818,True,False,False
17_0_2,1818,True,False,False
17_0_3,1818,True,False,False
1_2_0,1819,False,False,False
1_2_2,1819,False,True,False
0_0_0,1820,False,False,False
0_0_1,1820,False,False,False
0_0_2,1820,False,False,True
17_0_0,1821,True,False,False
17_0_3,1821,False,False,False
0_1_0,1822,True,False,False
4_2_0,1823,False,False,False
4_2_1,1823,False,True,False
4_2_2,1823,False,True,False
4_2_3,1823,True,False,False
17_0_1,1824,True,False,False
17_0_3,1824,True,False,False
1_0_1,1825,False,False,False
1_0_2,1825,False,False,False
4_0_1,1826,False,False,False
4_0_3,1826,False,False,False
17_0_0,1827,True,False,False
17_0_1,1827,False,False,True
17_0_2,1827,False,True,False
17_0_3,1827,False,True,False
17_0_0,1828,True,False,False
17_0_2,1828,False,False,False
17_0_0,1829,True,False,False
17_0_1,1829,True,False,False
17_0_2,1829,True,False,False
17_0_3,1829,True,False,False
4_3_1,1830,False,False,False
0_2_0,1831,False,False,False
4_3_0,1832,False,False,False
4_3_0,1833,False,False,False
4_3_1,1833,False,False,False
4_3_2,1833,False,False,False
4_3_3,1833,True,False,False
4_3_3,1834,False,False,True
4_0_0,1835,False,False,False
4_0_1,1835,False,False,False
4_0_3,1835,False,False,False
4_1_0,1836,False,False,False
4_1_1,1836,True,False,False
4_1_2,1836,True,False,False
4_1_3,1836,True,False,False
0_2_1,1837,False,False,True
0_2_2,1837,False,False,False
0_2_3,1837,False,False,False
4_1_0,1838,False,False,False
4_1_2,1838,False,False,False
4_1_3,1838,False,False,True
4_1_1,1839,True,False,False
4_1_2,1839,True,False,False
4_1_3,1839,True,False,False
0_2_0,1840,False,False,False
0_2_2,1840,False,False,False
0_2_3,1840,True,False,False
0_0_1,1841,True,False,False
0_0_2,1841,False,False,False
0_0_3,1841,False,False,False
4_1_2,1842,True,False,False
4_1_3,1842,True,False,False
0_2_0,1843,True,False,False
4_3_0,1844,True,False,False
0_1_0,1845,False,False,False
0_1_1,1845,False,False,False
0_1_3,1845,False,False,False
4_0_2,1846,False,False,False
4_0_3,1846,False,True,False
0_2_0,1847,False,False,False
1_2_1,1848,False,False,True
0_2_0,1849,False,False,False
0_2_1,1849,False,False,False
0_2_2,1849,False,False,True
4_0_0,1850,False,False,False
4_0_2,1850,False,False,False
4_0_3,1850,False,False,True
0_2_2,1851,False,False,True
26_2_0,1852,True,False,False
26_2_1,1852,True,False,False
26_2_2,1852,True,False,False
26_2_3,1852,True,False,False
0_0_0,1853,False,False,False
0_0_1,1853,True,False,False
0_0_2,1853,False,False,False
0_0_3,1853,False,False,False
26_2_0,1854,False,False,False
26_2_1,1854,False,False,False
26_2_2,1854,True,False,False
26_2_3,1854,False,True,False
0_2_0,1855,False,False,True
0_2_3,1855,False,False,True
0_3_1,1856,True,False,False
0_3_2,1856,False,False,True
14_0_0,1857,False,False,False
14_0_2,1857,False,False,False
14_0_3,1857,False,False,False
26_2_0,-1,,,
26_2_1,-1,,,
26_2_2,-1,,,
26_2_3,-1,,,
1_2_1,1858,True,False,False
0_2_0,1859,False,False,False
0_2_1,1859,False,False,True
0_2_3,1859,False,False,False
0_1_0,1860,False,False,False
0_1_1,1860,True,False,False
0_1_2,1860,False,False,False
0_1_3,1860,False,False,False
4_3_0,1861,False,False,False
4_3_1,1861,True,False,False
4_3_2,1861,False,False,False
4_3_3,1861,False,False,True
0_2_0,1862,False,False,False
0_2_1,1862,False,False,True
0_2_2,1862,False,False,True
0_2_3,1862,True,False,False
0_2_0,1863,False,False,False
0_2_2,1863,False,False,True
0_0_0,1864,False,False,False
0_0_1,1864,True,False,False
0_0_2,1864,False,False,False
0_0_3,1864,True,False,False
14_0_0,1865,False,False,True
10_2_3,1866,False,True,False
0_1_0,1867,False,False,False
0_1_2,1867,False,False,False
2_2_1,1868,True,False,False
2_2_2,1868,True,False,False
2_2_3,1868,True,False,False
2_2_0,1869,False,False,False
2_2_1,1869,False,False,False
2_2_2,1869,True,False,False
2_2_3,1869,True,False,False
0_1_0,1870,False,False,True
4_3_1,1871,False,False,False
4_3_2,1871,False,False,False
4_3_3,1871,False,False,False
0_1_0,1872,False,False,True
0_2_0,1873,True,False,False
0_2_1,1873,False,False,True
4_3_0,1874,False,False,False
4_3_2,1874,False,False,False
4_3_3,1874,True,False,False
0_2_0,1875,False,False,False
1_2_0,1876,False,False,False
1_2_2,1876,False,True,False
0_2_0,1877,False,False,False
0_2_1,1878,True,False,False
0_2_2,1878,False,False,False
0_2_3,1878,False,False,False
1_2_0,1879,False,False,True
1_2_1,1879,False,True,False
1_2_2,1879,True,False,False
1_2_3,1879,False,False,True
0_2_0,1880,False,False,False
0_2_1,1880,False,False,True
0_2_2,1880,False,False,False
0_2_3,1880,True,False,False
0_2_2,1881,True,False,False
0_2_3,1881,False,False,False
0_0_1,1882,False,False,False
0_2_2,1883,True,False,False
4_1_0,1884,False,False,False
4_1_1,1884,False,True,False
4_1_3,1884,True,False,False
4_1_0,1885,False,False,False
4_1_2,1885,False,True,False
4_1_3,1885,True,False,False
0_2_0,1886,False,False,True
0_2_1,1886,False,False,True
0_2_2,1886,False,False,False
4_3_1,1887,False,False,False
4_3_0,1888,False,False,False
4_3_1,1888,True,False,False
4_3_2,1888,False,True,False
4_3_0,1889,False,False,False
4_3_2,1889,False,True,False
4_3_3,1889,False,False,False
0_2_0,1890,False,False,True
0_2_1,1890,False,False,True
0_2_3,1890,False,False,True
14_0_0,1891,False,False,False
14_0_1,1891,False,False,False
14_0_3,1891,False,False,False
4_3_0,1892,False,False,False
4_3_3,1892,True,False,False
0_2_1,1893,False,False,False
0_2_3,1893,False,False,False
0_2_1,1894,False,False,False
0_2_2,1894,False,False,True
0_2_0,1895,False,False,False
0_2_2,1895,False,False,False
0_2_3,1895,False,False,False
4_1_1,1896,False,False,False
4_1_2,1896,True,False,False
4_3_0,1897,True,False,False
4_3_1,1897,True,False,False
4_3_3,1897,True,False,False
0_2_0,1898,True,False,False
0_2_1,1898,False,False,False
0_2_3,1898,False,False,True
0_2_0,1899,False,False,False
0_2_1,1899,False,False,True
0_2_2,1899,False,False,False
0_2_3,1899,True,False,False
0_2_0,1900,False,False,False
0_2_1,1900,False,False,False
0_2_3,1900,False,False,True
0_1_1,1901,False,False,False
0_1_2,1901,False,False,False
0_1_3,1901,False,False,False
4_3_0,1902,True,False,False
4_3_2,1902,True,False,False
4_3_3,1902,False,False,False
4_1_1,1903,True,False,False
4_1_2,1903,True,False,False
4_1_3,1903,False,False,False
4_3_0,1904,False,False,False
4_3_1,1904,False,True,False
4_3_2,1904,True,False,False
0_2_0,1905,False,False,False
0_2_1,1905,False,False,True
0_2_2,1905,False,False,False
4_1_0,1906,True,False,False
4_1_1,1906,False,True,False
4_1_2,1906,True,False,False
4_1_3,1906,True,False,False
0_1_0,1907,False,False,True
0_1_1,1907,False,False,False
0_1_2,1907,False,False,True
0_1_0,1908,True,False,False
0_1_1,1908,False,False,False
0_1_2,1908,False,False,True
0_1_3,1908,False,False,True
4_1_0,1909,False,True,False
4_1_1,1909,True,False,False
4_1_2,1909,True,False,False
4_1_3,1909,True,False,False
0_1_1,1910,False,False,False
0_1_2,1910,False,False,True
0_1_3,1910,False,False,False
0_0_2,1911,False,False,False
14_0_2,1912,False,False,False
0_0_1,1913,False,False,False
0_0_2,1913,False,False,True
1_2_0,1914,False,True,False
1_2_2,1914,False,True,False
0_2_0,1915,False,False,False
0_2_2,1915,False,False,False
0_2_3,1915,False,False,False
14_0_1,1916,False,False,False
0_2_1,1917,True,False,False
0_1_0,1918,False,False,True
0_1_1,1918,True,False,False
0_1_2,1918,False,False,True
14_0_0,1919,False,False,False
14_0_1,1919,False,False,False
14_0_2,1919,False,False,False
14_0_0,1920,False,False,False
14_0_2,1920,False,False,False
14_0_3,1920,False,False,False
0_2_3,1921,False,False,True
0_2_0,1922,False,False,True
0_2_2,1922,False,False,True
0_2_3,1922,False,False,True
4_1_0,1923,False,False,False
4_1_1,1923,True,False,False
4_1_2,1923,True,False,False
4_1_3,1923,True,False,False
4_3_0,1924,True,False,False
4_3_1,1924,False,False,False
4_3_2,1924,True,False,False
4_3_3,1924,True,False,False
3_0_0,1925,True,False,False
3_0_1,1925,False,False,False
3_0_2,1925,True,False,False
3_0_3,1925,False,False,False
4_1_0,1926,True,False,False
4_1_1,1926,False,False,False
4_1_2,1926,False,False,False
4_1_3,1926,True,False,False
4_1_0,1927,False,False,False
4_1_1,1927,True,False,False
4_1_2,1927,True,False,False
4_1_3,1927,False,True,False
4_1_1,1928,False,False,False
4_1_3,1928,True,False,False
0_1_0,1929,False,False,True
0_1_2,1929,False,False,True
0_2_0,1930,False,False,True
0_2_1,1930,False,False,True
0_1_0,1931,False,False,True
0_1_1,1931,False,False,False
0_1_2,1931,False,False,True
0_2_0,1932,False,False,True
0_2_1,1932,False,False,False
0_2_2,1932,True,False,False
0_2_3,1932,False,False,False
4_3_0,1933,False,False,False
4_3_1,1933,False,False,False
4_3_2,1933,True,False,False
4_3_3,1933,True,False,False
3_0_0,1934,False,False,False
3_0_1,1934,False,False,False
3_0_2,1934,True,False,False
3_0_3,1934,False,False,False
0_0_1,1935,False,False,True
1_0_0,1936,True,False,False
1_0_2,1936,False,False,False
1_0_0,1937,False,False,False
1_0_1,1937,False,False,True
1_0_2,1937,True,False,False
1_0_3,1937,False,False,True
27_2_0,-1,,,
27_2_1,1938,True,False,False
27_2_2,1938,False,False,False
27_2_3,-1,,,
27_0_0,1939,False,False,False
27_0_1,1939,False,False,False
27_0_2,1939,True,False,False
27_0_3,1939,True,False,False
1_0_0,1940,True,False,False
1_0_1,1940,False,False,True
1_0_3,1940,False,False,True
0_1_1,1941,True,False,False
0_1_3,1941,False,False,False
1_0_1,1942,False,False,True
0_1_0,1943,True,False,False
0_1_1,1943,False,False,True
0_1_3,1943,True,False,False
25_0_0,1944,False,False,False
25_0_1,1944,False,False,False
0_1_1,1945,False,False,True
0_1_2,1945,False,False,True
28_2_0,1946,False,False,False
28_2_1,-1,,,
28_2_2,-1,,,
28_2_3,1946,False,False,False
4_0_0,1947,False,True,False
4_0_1,1947,False,False,False
4_0_3,1947,False,False,False
4_3_0,1948,False,,
4_3_1,1948,True,,
4_3_2,1948,False,,
4_3_3,1948,False,,
1_2_0,1949,True,False,False
1_2_3,1949,False,False,False
1_2_2,1950,True,False,False
25_0_0,1951,False,False,False
25_0_1,1951,False,False,False
25_0_2,1951,False,False,False
25_0_3,1951,True,False,False
0_0_2,1952,False,False,False
0_0_3,1952,False,False,True
29_2_0,1953,True,False,False
29_2_1,1953,True,False,False
29_2_2,1953,True,False,False
29_2_3,-1,,,
0_2_0,1954,False,False,False
0_2_2,1954,False,False,True
0_2_3,1954,False,False,False
4_0_0,1955,True,False,False
4_0_1,1955,False,True,False
4_0_2,1955,True,False,False
1_0_0,1956,False,False,True
25_0_0,1957,False,False,False
25_0_2,1957,False,False,False
25_0_3,1957,False,False,False
0_2_1,1958,False,False,False
0_2_2,1958,True,False,False
0_2_3,1958,True,False,False
1_0_0,1959,False,False,False
1_0_1,1959,False,False,True
1_0_2,1959,True,False,False
1_0_3,1959,False,False,True
0_0_3,1960,False,False,True
25_0_0,1961,True,False,False
25_0_1,1961,True,False,False
25_0_2,1961,True,False,False
25_0_3,1961,True,False,False
4_2_1,1962,True,False,False
1_2_0,1963,False,False,False
4_3_1,1964,False,,
27_0_0,-1,,,
27_0_1,-1,,,
27_0_2,-1,,,
27_0_3,-1,,,
4_2_2,1965,True,False,False
1_2_0,1966,True,False,False
28_2_0,1967,False,False,False
28_2_3,-1,,,
4_2_1,1968,False,False,False
4_2_2,1968,False,True,False
4_2_3,1968,False,False,False
1_2_0,1969,False,True,False
1_2_1,1969,True,False,False
3_0_0,1970,False,False,False
3_0_1,1970,False,False,True
3_0_2,1970,True,False,False
3_0_3,1970,False,False,True
4_2_0,1971,False,False,False
4_2_1,1971,True,False,False
4_2_2,1971,False,False,False
4_2_0,1972,True,False,False
4_2_1,1972,False,False,False
4_2_3,1972,False,False,False
1_2_0,1973,False,False,False
1_2_1,1973,True,False,False
1_2_2,1973,True,False,False
1_2_3,1973,False,False,False
3_0_1,1974,False,False,True
3_0_2,1974,True,False,False
0_2_0,1975,False,False,False
0_2_1,1975,False,False,True
0_2_2,1975,False,False,False
25_0_0,1976,False,True,False
25_0_1,1976,True,False,False
25_0_2,1976,False,False,False
25_0_3,1976,False,False,False
0_2_1,1977,True,False,False
4_0_0,1978,False,False,False
4_0_2,1978,True,False,False
4_0_3,1978,False,False,False
4_3_0,1979,True,False,False
4_3_1,1979,False,False,False
4_3_2,1979,False,False,False
4_3_3,1979,False,False,False
0_1_0,1980,False,False,False
0_1_1,1980,False,False,False
4_2_0,1981,False,,
4_2_1,1981,True,,
4_2_3,1981,False,,
4_2_2,1982,False,True,False
25_0_1,1983,True,False,False
25_0_3,1983,False,False,True
4_2_0,1984,True,False,False
4_2_1,1984,False,False,False
4_2_2,1984,False,True,False
4_2_3,1984,True,False,False
4_3_1,1985,False,False,False
4_3_2,1985,False,False,False
0_2_0,1986,False,False,True
0_2_1,1986,False,False,False
4_0_0,1987,False,False,False
4_0_3,1987,True,False,False
25_0_0,1988,False,False,False
25_0_1,1988,True,False,False
25_0_3,1988,False,False,False
4_2_2,1989,False,False,False
4_2_3,1989,False,False,False
4_1_1,1990,False,False,False
4_1_2,1990,False,False,False
4_1_3,1990,True,False,False
0_0_0,1991,False,False,True
0_0_2,1991,False,False,True
0_0_3,1991,False,False,True
28_2_0,1992,False,True,False
28_2_1,1992,False,True,False
25_0_1,1993,False,False,False
25_0_2,1993,False,False,False
25_0_3,1993,False,False,False
0_2_1,1994,False,False,False
0_2_3,1994,False,False,False
0_0_0,1995,False,,
0_0_1,1995,False,,
0_0_2,1995,False,,
0_0_3,1995,True,,
4_2_0,1996,False,True,False
4_2_1,1996,True,False,False
4_2_2,1996,False,False,False
4_2_3,1996,False,True,False
0_2_1,1997,False,False,False
0_2_3,1997,False,False,True
25_0_1,1998,True,False,False
25_0_3,1998,False,False,True
4_2_0,1999,False,,
4_2_2,1999,False,,
4_2_3,1999,False,,
4_2_0,2000,False,False,False
4_2_1,2000,False,False,False
4_2_2,2000,True,False,False
13_2_0,2001,True,False,False
13_2_2,2001,False,True,False
13_2_0,2002,True,False,False
13_2_1,2002,True,False,False
13_2_2,2002,True,False,False
13_2_3,2002,True,False,False
1_0_2,2003,True,False,False
4_3_0,2004,True,,
4_3_2,2004,False,,
4_3_3,2004,False,,
4_1_0,2005,False,,
4_1_1,2005,False,,
4_1_2,2005,False,,
4_1_3,2005,True,,
25_0_0,2006,True,False,False
25_0_1,2006,False,False,False
25_0_2,2006,False,False,False
25_0_3,2006,False,False,False
4_3_0,2007,False,,
4_3_1,2007,False,,
4_3_2,2007,False,,
4_3_3,2007,True,,
4_2_0,2008,False,True,False
4_2_1,2008,True,False,False
4_2_2,2008,False,True,False
29_1_0,2009,True,False,False
29_1_1,2009,False,False,True
29_1_2,2009,False,True,False
29_1_3,2009,False,False,True
3_0_0,2010,True,False,False
3_0_2,2010,False,False,False
3_0_3,2010,False,False,True
13_2_1,2011,True,False,False
13_2_2,2011,True,False,False
13_2_3,2011,True,False,False
4_2_1,2012,False,False,False
4_2_2,2012,False,False,False
4_2_3,2012,True,False,False
25_0_0,2013,False,False,True
25_0_1,2013,False,False,False
25_0_2,2013,False,False,False
25_0_3,2013,True,False,False
13_2_1,2014,True,False,False
13_2_2,2014,True,False,False
13_2_3,2014,True,False,False
0_2_1,2015,True,False,False
0_2_3,2015,False,False,False
13_2_3,2016,True,False,False
3_0_0,2017,False,False,False
3_0_1,2017,True,False,False
3_0_2,2017,False,False,False
3_0_3,2017,False,False,False
0_1_0,2018,True,False,False
0_1_3,2018,True,False,False
4_0_0,2019,True,,
4_0_1,2019,True,,
4_0_2,2019,True,,
4_0_3,2019,True,,
4_2_0,2020,True,False,False
4_2_1,2020,True,False,False
4_2_2,2020,False,False,False
4_2_3,2020,True,False,False
14_0_0,2021,True,False,False
14_0_1,2021,True,False,False
14_0_2,2021,False,False,False
14_0_3,2021,False,True,False
1_2_1,2022,False,True,False
1_2_2,2022,True,False,False
4_1_0,2023,False,False,False
4_1_1,2023,False,False,False
4_1_3,2023,False,False,False
4_2_0,2024,False,False,False
4_2_3,2024,False,False,False
0_3_3,2025,True,False,False
0_1_2,2026,False,False,False
0_1_1,2027,False,False,True
4_2_0,2028,False,False,False
4_2_1,2028,True,False,False
0_2_0,2029,False,False,True
0_2_2,2029,False,False,False
1_2_2,2030,False,True,False
0_2_1,2031,False,False,False
0_2_3,2031,False,False,False
4_2_1,2032,False,False,False
4_2_2,2032,False,False,False
0_0_2,2033,False,False,True
0_0_3,2033,False,False,True
4_1_0,2034,False,False,False
4_1_1,2034,False,False,False
4_1_2,2034,False,False,False
4_1_3,2034,True,False,False
4_1_0,2035,False,False,False
4_1_1,2035,False,False,False
4_1_2,2035,True,False,False
4_1_3,2035,False,True,False
1_2_0,2036,True,False,False
1_2_2,2036,False,False,False
1_2_3,2036,False,False,True
4_1_0,2037,False,,
4_1_1,2037,False,,
4_1_2,2037,False,,
4_1_3,2037,True,,
1_2_0,2038,False,False,False
1_2_2,2038,True,False,False
28_2_0,-1,,,
28_2_2,2039,True,False,False
28_2_3,2039,False,False,False
4_2_1,2040,True,False,False
4_2_2,2040,True,False,False
4_2_3,2040,False,False,False
30_0_0,-1,,,
30_0_1,-1,,,
30_0_2,-1,,,
30_0_3,-1,,,
4_2_1,2041,False,False,False
4_2_2,2041,False,False,False
4_2_3,2041,False,False,False
30_0_2,2042,True,False,False
28_2_0,2043,False,False,False
28_2_1,2043,False,False,False
28_2_2,2043,True,False,False
28_2_3,2043,True,False,False
4_2_0,2044,True,False,False
4_2_1,2044,True,False,False
4_2_3,2044,True,False,False
4_3_0,2045,False,False,False
4_3_1,2045,True,False,False
4_3_3,2045,False,False,False
4_2_0,2046,False,False,False
4_2_1,2046,True,False,False
4_2_2,2046,False,False,False
4_2_3,2046,True,False,False
14_0_0,2047,False,True,False
14_0_1,2047,True,False,False
14_0_3,2047,False,False,False
0_2_1,2048,False,False,False
4_2_0,2049,False,False,False
4_2_1,2049,False,False,False
4_2_2,2049,False,False,False
4_2_3,2049,True,False,False
0_1_0,2050,False,False,True
0_1_1,2050,False,False,True
0_1_3,2050,False,False,True
14_0_0,2051,False,False,True
14_0_2,2051,False,True,False
14_0_3,2051,False,False,False
0_0_0,2052,False,,
0_0_1,2052,True,,
0_0_2,2052,True,,
0_0_3,2052,False,,
0_2_1,2053,True,False,False
0_2_2,2053,True,False,False
0_2_3,2053,False,False,False
0_0_2,2054,False,False,True
0_0_3,2054,False,False,True
0_1_1,2055,False,False,True
0_1_2,2055,False,False,True
0_1_3,2055,False,False,True
14_0_0,2056,False,False,False
14_0_1,2056,False,False,False
14_0_2,2056,True,False,False
14_0_3,2056,False,False,False
4_0_1,2057,False,False,False
31_2_0,-1,,,
31_2_1,-1,,,
31_2_2,-1,,,
31_2_3,-1,,,
4_1_0,2058,False,False,False
4_1_1,2058,False,False,False
4_1_2,2058,False,False,False
4_1_3,2058,True,False,False
31_2_2,2059,False,False,True
31_2_3,2059,True,False,False
27_0_0,2060,True,False,False
27_0_1,2060,True,False,False
27_0_2,2060,False,False,False
27_0_3,2060,False,True,False
28_2_0,2061,True,False,False
28_2_1,2061,True,False,False
28_2_2,2061,True,False,False
4_3_0,2062,False,,
4_3_2,2062,False,,
4_3_3,2062,True,,
4_0_0,2063,False,False,False
4_0_1,2063,False,False,False
0_0_3,2064,True,False,False
4_1_0,2065,False,False,False
4_1_1,2065,False,False,False
4_1_2,2065,False,False,False
4_1_3,2065,True,False,False
0_3_3,2066,True,False,False
4_1_0,2067,False,False,False
4_1_1,2067,True,False,False
4_1_3,2067,False,False,False
0_1_0,2068,False,False,False
0_1_1,2068,True,False,False
0_1_2,2068,False,False,False
0_1_3,2068,False,False,False
4_3_0,2069,False,,
4_3_1,2069,True,,
4_3_2,2069,False,,
4_3_3,2069,True,,
4_0_0,2070,False,False,False
4_0_1,2070,False,False,False
4_0_2,2070,False,False,False
4_0_3,2070,True,False,False
4_1_0,2071,False,False,False
4_1_1,2071,True,False,False
4_1_3,2071,False,False,False
27_0_2,2072,False,False,True
27_0_3,2072,False,False,True
32_2_0,2073,True,False,False
32_2_1,-1,,,
32_2_2,2073,True,False,False
32_2_3,-1,,,
0_0_0,2074,False,,
0_0_1,2074,False,,
0_0_2,2074,True,,
0_0_3,2074,False,,
4_3_0,2075,False,,
4_3_1,2075,False,,
4_3_2,2075,False,,
4_3_3,2075,True,,
4_2_0,2076,False,True,False
4_2_1,2076,True,False,False
4_2_2,2076,False,False,False
4_2_3,2076,False,True,False
0_1_0,2077,False,False,False
0_1_2,2077,False,False,False
0_1_3,2077,False,False,False
27_0_0,2078,False,False,False
27_0_1,2078,True,False,False
27_0_2,2078,False,False,False
1_2_0,2079,False,True,False
1_2_0,2080,False,False,False
1_2_2,2080,False,False,False
4_3_0,2081,True,,
4_3_1,2081,False,,
4_3_2,2081,False,,
4_3_3,2081,False,,
0_1_2,2082,False,False,True
32_2_0,2083,True,False,False
32_2_2,-1,,,
4_2_2,2084,False,True,False
4_2_3,2084,False,False,False
0_1_0,2085,False,False,True
1_2_0,2086,False,False,False
1_2_1,2086,False,False,True
1_2_2,2086,True,False,False
1_2_3,2086,False,False,False
4_0_0,2087,False,False,False
4_0_1,2087,True,False,False
4_0_2,2087,False,False,False
4_0_3,2087,False,True,False
4_0_0,2088,False,False,False
4_0_1,2088,False,True,False
4_0_2,2088,True,False,False
4_0_3,2088,True,False,False
27_0_1,2089,False,False,False
27_0_3,2089,False,False,False
30_0_0,2090,False,False,True
30_0_3,2090,False,True,False
4_0_0,2091,False,False,False
4_0_1,2091,False,False,False
4_0_2,2091,True,False,False
4_0_3,2091,False,False,False
0_1_0,2092,False,False,False
0_1_1,2092,True,False,False
0_1_2,2092,False,False,False
0_1_3,2092,False,False,False
4_0_0,2093,False,True,False
4_0_1,2093,True,False,False
4_0_2,2093,False,False,False
4_0_3,2093,False,True,False
1_2_0,2094,True,False,False
1_2_1,2094,False,False,True
4_2_0,2095,False,False,False
4_2_1,2095,True,False,False
4_2_2,2095,False,False,False
4_2_3,2095,False,False,False
1_2_0,2096,False,True,False
4_3_1,2097,False,,
4_3_3,2097,False,,
28_2_1,2098,False,True,False
28_2_2,2098,False,False,False
1_0_0,2099,False,False,True
1_0_1,2099,False,False,True
1_0_2,2099,True,False,False
4_1_1,2100,False,False,False
4_1_2,2100,False,True,False
4_1_3,2100,False,False,False
4_2_0,2101,False,True,False
4_2_1,2101,True,False,False
4_2_2,2101,False,False,False
4_2_3,2101,False,False,False
0_1_0,2102,True,False,False
0_1_2,2102,False,False,True
27_2_0,2103,True,False,False
27_2_1,-1,,,
27_2_2,2103,True,False,False
27_2_3,2103,True,False,False
4_0_3,2104,False,True,False
27_2_1,2105,False,False,False
27_2_2,-1,,,
27_2_3,2105,False,False,False
0_2_2,2106,False,True,False
0_2_3,2106,False,False,False
4_2_0,2107,True,False,False
4_2_1,2107,False,False,False
4_2_2,2107,False,False,False
4_2_3,2107,False,False,False
0_0_1,2108,False,False,False
0_0_2,2108,False,False,True
0_0_3,2108,False,False,False
27_2_1,2109,True,False,False
27_2_2,2109,False,False,False
27_2_3,2109,True,False,False
4_1_0,2110,False,False,False
4_1_1,2110,True,False,False
4_1_2,2110,False,False,False
4_1_3,2110,False,True,False
4_0_1,2111,False,False,False
4_0_3,2111,False,False,False
25_2_0,2112,True,False,False
25_2_1,2112,False,False,False
25_2_2,2112,True,False,False
25_2_3,2112,True,False,False
4_1_0,2113,False,False,False
4_1_1,2113,True,False,False
4_1_2,2113,False,False,False
4_1_3,2113,True,False,False
27_0_0,2114,True,False,False
27_0_1,2114,True,False,False
27_0_2,2114,True,False,False
27_0_3,2114,True,False,False
4_2_0,2115,False,False,False
4_2_1,2115,False,False,False
4_2_2,2115,True,False,False
0_2_0,2116,False,,
0_2_1,2116,True,,
0_2_2,2116,True,,
0_2_3,2116,False,,
0_2_1,2117,False,False,False
0_2_3,2117,False,False,True
25_2_0,2118,True,False,False
25_2_1,2118,False,False,False
25_2_2,2118,False,False,False
3_0_0,2119,False,False,False
3_0_2,2119,False,True,False
3_0_3,2119,True,False,False
0_2_1,2120,False,False,False
0_2_2,2120,False,False,False
0_2_3,2120,False,False,False
0_1_1,2121,False,True,False
0_1_2,2121,False,False,True
0_1_3,2121,False,False,False
0_2_1,2122,False,False,False
0_2_2,2122,False,False,False
0_2_3,2122,False,False,False
25_2_0,2123,True,False,False
25_2_1,2123,True,False,False
25_2_2,2123,False,False,False
4_2_3,2124,False,True,False
4_2_0,2125,False,False,True
4_2_1,2125,False,False,True
4_2_1,2126,False,,
4_2_2,2126,False,,
4_2_3,2126,False,,
27_2_0,2127,True,False,False
27_2_1,2127,False,True,False
27_2_2,2127,False,True,False
